,psu_hh_idcode,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q11,Q14,Q17,Q18,Q19
9847,240_4_1,1,1,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0
9848,257_4_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9849,372_3_1,1,1,1,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0
9850,436_5_2,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9851,629_6_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9852,661_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9853,720_6_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9854,720_9_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9855,731_9_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9856,808_10_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9857,771_2_1,1,1,1,4.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9858,805_4_1,1,1,1,5.0,5.0,6.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9859,732_6_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,2.0,22.0,2.0
9860,270_5_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9861,786_6_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9862,828_10_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9863,787_6_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
9864,86_7_2,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9865,98_3_2,1,2,1,1.0,6.0,1.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9866,256_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9867,64_2_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9868,131_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9869,183_1_1,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9870,243_7_3,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9871,262_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9872,268_8_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9873,274_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9874,282_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9875,297_1_1,2,1,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0
9876,361_10_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9877,428_5_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9878,430_11_2,2,3,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9879,439_5_1,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9880,492_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9881,492_5_1,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9882,502_1_5,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9883,554_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9884,604_5_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9885,657_1_1,2,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9886,829_7_1,1,1,1,1.0,8.0,2.0,0.0,1.0,,2.0,2.0,14.0,2.0
9887,829_9_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9888,267_2_2,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9889,495_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9890,579_8_3,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9891,600_5_2,1,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9892,829_3_5,1,2,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9893,133_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9894,168_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9895,169_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9896,241_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9897,440_9_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9898,547_8_1,1,1,1,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0
9899,553_4_1,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,2.0,18.0,2.0
9900,719_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9901,720_1_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9902,268_12_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9903,545_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
9904,341_4_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9905,635_9_1,1,1,1,6.0,4.0,9.0,2.0,2.0,2.0,2.0,2.0,22.0,2.0
9906,651_8_1,1,1,1,6.0,4.0,9.0,2.0,2.0,2.0,2.0,2.0,22.0,2.0
9907,433_5_1,1,1,1,6.0,5.0,9.0,0.0,2.0,2.0,2.0,2.0,23.0,2.0
9908,280_1_8,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9909,412_7_4,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9910,425_3_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9911,627_12_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9912,801_7_1,2,2,1,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,11.0,2.0
9913,440_6_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9914,657_5_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9915,183_5_2,1,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9916,627_8_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9917,828_4_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9918,135_12_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9919,168_3_1,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9920,170_6_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9921,253_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9922,270_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9923,297_8_1,2,2,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0
9924,391_2_4,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9925,426_3_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9926,494_8_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9927,544_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9928,580_9_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9929,624_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9930,795_4_1,1,1,1,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9931,796_3_1,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9932,263_9_5,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9933,411_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,13.0,2.0,2.0,15.0,2.0
9934,429_3_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9935,772_2_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9936,2_7_2,1,1,1,4.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,16.0,2.0
9937,168_7_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9938,629_7_1,1,1,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9939,467_9_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,17.0,2.0
9940,131_10_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9941,252_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9942,467_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9943,497_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9944,594_8_1,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9945,775_2_2,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9946,806_8_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9947,544_6_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9948,749_6_2,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9949,608_7_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9950,656_6_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9951,814_8_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9952,589_9_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9953,427_7_2,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9954,626_6_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9955,243_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9956,255_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9957,266_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9958,274_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9959,284_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9960,414_1_1,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9961,429_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9962,494_8_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9963,579_3_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9964,581_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9965,654_9_1,1,1,1,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,2.0
9966,687_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9967,771_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9968,803_3_3,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9969,803_7_2,1,2,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9970,2_7_1,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,15.0,2.0
9971,661_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9972,131_10_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9973,262_1_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9974,731_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9975,268_4_1,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9976,196_1_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,23.0,2.0
9977,664_11_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,25.0,2.0
9978,12_5_2,2,3,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9979,135_1_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9980,135_1_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9981,340_5_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9982,627_4_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9983,794_9_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9984,799_4_3,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9985,361_1_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
9986,728_7_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
9987,122_1_1,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9988,177_3_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9989,284_8_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9990,411_8_1,2,2,1,1.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9991,810_2_1,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9992,831_5_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9993,83_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9994,136_10_1,1,1,1,1.0,8.0,2.0,0.0,2.0,14.0,2.0,2.0,14.0,2.0
9995,259_11_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9996,389_1_4,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9997,467_3_1,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9998,493_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9999,604_3_1,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10000,604_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10001,656_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10002,544_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10003,546_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10004,775_1_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10005,426_3_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
10006,47_6_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10007,271_3_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10008,656_4_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10009,746_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10010,760_12_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10011,130_10_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
10012,335_2_5,1,1,1,6.0,3.0,6.0,0.0,1.0,,2.0,2.0,22.0,2.0
10013,63_8_1,2,2,1,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,9.0,2.0
10014,422_8_6,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10015,425_9_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10016,606_1_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10017,799_6_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10018,71_1_2,2,2,1,1.0,4.0,1.0,0.0,2.0,14.0,2.0,2.0,11.0,2.0
10019,268_2_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
10020,398_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
10021,579_6_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
10022,748_9_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
10023,2_6_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10024,83_1_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10025,240_3_4,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10026,268_1_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10027,297_7_1,2,1,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0
10028,368_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10029,395_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10030,442_1_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10031,491_3_1,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10032,493_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10033,493_6_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10034,581_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10035,605_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10036,626_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10037,796_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10038,811_9_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10039,268_7_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10040,268_8_1,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10041,594_3_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
10042,635_1_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
10043,3_4_1,1,1,1,2.0,4.0,3.0,0.0,2.0,14.0,2.0,2.0,18.0,2.0
10044,131_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10045,172_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10046,198_4_1,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10047,467_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10048,550_1_1,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10049,732_4_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10050,773_3_2,1,1,1,5.0,4.0,6.0,0.0,2.0,13.0,2.0,2.0,18.0,2.0
10051,814_7_1,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10052,776_8_2,1,1,1,4.0,3.0,5.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
10053,709_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
10054,165_4_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10055,270_1_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10056,416_1_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10057,579_12_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10058,605_4_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10059,698_10_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10060,788_5_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10061,268_5_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
10062,198_5_1,1,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
10063,439_7_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
10064,282_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
10065,368_1_2,1,1,1,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,2.0
10066,427_8_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
10067,696_1_1,1,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
10068,796_9_2,1,1,1,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0
10069,834_6_1,2,2,1,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0
10070,64_2_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10071,131_11_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10072,168_2_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10073,248_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10074,269_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10075,363_6_2,1,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10076,368_11_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10077,443_9_6,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10078,580_2_6,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10079,672_5_5,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10080,672_7_5,2,3,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10081,732_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
10082,803_3_2,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
10083,271_9_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10084,365_7_5,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10085,473_9_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
10086,599_8_3,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
10087,814_6_1,2,2,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
10088,775_2_1,1,1,1,4.0,3.0,5.0,0.0,2.0,2.0,2.0,2.0,17.0,2.0
10089,296_12_2,2,1,1,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,18.0,2.0
10090,437_8_2,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10091,493_8_1,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10092,544_12_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10093,551_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
10094,732_3_2,1,1,1,2.0,4.0,3.0,0.0,2.0,13.0,2.0,2.0,18.0,2.0
10095,436_5_1,1,2,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,24.0,2.0
10096,662_7_1,2,2,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,34.0,2.0
10097,171_3_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10098,175_9_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
10099,275_1_1,2,3,1,1.0,4.0,1.0,4.0,2.0,13.0,2.0,2.0,10.0,2.0
