psu_hh_idcode,subjectivePoverty_rating,hhid,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
484_12_1,8,48412,1,1,65,0,0,1,1,3.0,0.0,2.0,13.0,2.0
485_1_1,3,48501,1,1,65,0,0,2,1,2.0,1.0,2.0,13.0,2.0
485_2_1,2,48502,1,1,76,0,0,2,1,2.0,1.0,2.0,13.0,2.0
485_3_1,4,48503,1,1,49,0,1,1,1,3.0,1.0,2.0,13.0,2.0
485_4_1,3,48504,1,1,46,0,0,1,1,2.0,1.0,2.0,13.0,2.0
485_5_1,4,48505,1,1,55,0,0,1,1,9.0,1.0,2.0,13.0,2.0
485_7_1,3,48507,1,1,77,0,0,2,1,2.0,1.0,2.0,13.0,2.0
485_8_1,4,48508,1,1,61,0,0,1,1,2.0,1.0,2.0,13.0,2.0
486_1_1,5,48601,1,1,70,0,0,2,1,2.0,1.0,2.0,13.0,2.0
486_2_1,5,48602,1,1,48,0,0,1,1,3.0,2.0,2.0,12.0,2.0
486_3_1,6,48603,1,1,49,0,0,1,1,3.0,2.0,2.0,12.0,2.0
486_4_1,3,48604,1,1,48,0,0,1,1,3.0,3.0,2.0,12.0,2.0
486_5_1,4,48605,2,1,55,0,0,1,1,5.0,2.0,2.0,4.0,2.0
486_7_2,3,48607,2,4,23,0,1,1,1,7.0,3.0,2.0,13.0,
486_8_1,4,48608,1,1,37,0,0,1,1,3.0,2.0,2.0,12.0,2.0
487_1_1,3,48701,1,1,60,0,0,1,1,3.0,0.0,2.0,13.0,2.0
487_2_1,3,48702,1,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
487_3_1,3,48703,1,1,52,0,0,1,1,3.0,2.0,2.0,12.0,2.0
487_5_1,3,48705,1,1,65,0,0,1,1,3.0,0.0,2.0,13.0,2.0
487_6_1,3,48706,1,1,40,0,0,1,1,3.0,2.0,2.0,13.0,2.0
487_7_1,2,48707,2,1,38,0,0,1,1,3.0,2.0,2.0,13.0,2.0
487_8_2,3,48708,2,2,62,0,0,2,1,3.0,2.0,2.0,13.0,2.0
488_1_1,4,48801,1,1,72,0,0,2,1,1.0,0.0,2.0,13.0,2.0
488_3_1,4,48803,1,1,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
488_4_1,3,48804,1,1,45,0,0,1,1,2.0,0.0,2.0,13.0,2.0
488_5_1,7,48805,1,1,47,0,1,1,1,3.0,0.0,2.0,13.0,2.0
488_6_1,4,48806,1,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
488_8_1,3,48808,1,1,82,0,0,2,1,1.0,0.0,2.0,13.0,2.0
488_11_1,3,48811,1,1,63,0,0,1,1,2.0,0.0,2.0,13.0,2.0
489_1_1,5,48901,1,1,64,0,0,1,1,3.0,2.0,2.0,12.0,2.0
489_2_1,7,48902,1,1,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
489_3_1,7,48903,1,1,40,0,1,1,1,2.0,1.0,2.0,13.0,2.0
489_4_1,6,48904,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
489_5_2,7,48905,2,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
489_6_2,4,48906,2,2,35,0,0,1,1,3.0,3.0,2.0,13.0,2.0
489_7_1,7,48907,1,1,59,0,1,1,1,3.0,0.0,2.0,13.0,2.0
489_8_2,2,48908,2,2,60,0,0,2,1,3.0,2.0,2.0,12.0,2.0
490_2_2,7,49002,2,1,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
490_3_1,7,49003,1,1,48,0,0,1,1,5.0,0.0,2.0,13.0,2.0
490_5_2,7,49005,2,1,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
490_7_2,7,49007,2,1,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
490_8_2,7,49008,2,1,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
490_10_2,7,49010,2,1,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
490_11_1,7,49011,1,1,74,0,0,1,1,3.0,0.0,2.0,13.0,2.0
491_1_1,7,49101,1,1,62,0,0,1,1,3.0,0.0,2.0,2.0,2.0
491_2_1,7,49102,1,1,41,0,0,1,1,3.0,0.0,2.0,2.0,2.0
491_3_1,5,49103,1,1,68,0,0,2,1,2.0,0.0,2.0,2.0,2.0
491_4_1,7,49104,1,1,52,0,0,1,1,1.0,0.0,2.0,2.0,2.0
491_6_1,7,49106,1,1,62,0,0,1,1,2.0,0.0,1.0,,2.0
491_8_1,7,49108,1,1,58,0,0,1,1,2.0,0.0,2.0,2.0,2.0
492_1_2,6,49201,2,2,50,0,0,1,1,2.0,0.0,2.0,2.0,2.0
492_2_1,7,49202,1,1,35,0,0,1,1,2.0,0.0,2.0,2.0,2.0
492_3_1,6,49203,1,1,82,0,0,2,1,2.0,0.0,2.0,2.0,2.0
492_4_1,7,49204,1,1,51,0,0,1,1,9.0,0.0,2.0,2.0,2.0
492_5_1,5,49205,1,1,64,0,0,2,1,2.0,0.0,2.0,2.0,2.0
492_6_1,6,49206,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
492_7_1,7,49207,1,1,48,0,0,1,1,2.0,0.0,2.0,2.0,2.0
492_8_1,6,49208,1,1,62,0,0,1,1,2.0,0.0,2.0,2.0,2.0
493_1_1,7,49301,1,1,57,0,0,1,1,2.0,0.0,2.0,2.0,2.0
493_2_1,7,49302,1,1,54,0,0,1,1,2.0,0.0,2.0,2.0,2.0
493_3_1,5,49303,1,1,67,0,0,1,1,2.0,0.0,2.0,2.0,2.0
493_4_1,7,49304,1,1,51,0,0,1,1,3.0,0.0,2.0,2.0,2.0
493_5_1,7,49305,1,1,68,0,0,1,1,2.0,0.0,2.0,2.0,2.0
493_6_1,6,49306,1,1,79,0,0,2,1,1.0,0.0,2.0,2.0,2.0
493_7_1,7,49307,1,1,40,0,0,1,1,3.0,0.0,2.0,2.0,2.0
493_8_1,6,49308,1,1,69,0,0,2,1,3.0,0.0,2.0,2.0,2.0
494_2_1,8,49402,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
494_3_1,3,49403,1,1,64,0,0,1,1,2.0,1.0,2.0,13.0,2.0
494_4_1,6,49404,1,1,71,0,0,1,1,1.0,1.0,2.0,13.0,2.0
494_5_1,7,49405,1,1,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
494_6_1,8,49406,1,1,59,0,0,1,1,2.0,1.0,2.0,13.0,2.0
494_7_1,4,49407,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
494_8_1,8,49408,1,1,66,0,0,1,1,1.0,0.0,2.0,2.0,2.0
495_1_1,5,49501,1,1,53,0,0,1,1,2.0,0.0,2.0,2.0,2.0
495_3_1,6,49503,1,1,67,0,0,1,1,2.0,0.0,2.0,2.0,2.0
495_4_1,7,49504,1,1,40,0,0,1,1,9.0,0.0,2.0,2.0,2.0
495_5_1,4,49505,1,1,64,0,0,1,1,2.0,0.0,2.0,2.0,2.0
495_6_1,4,49506,1,1,31,0,0,1,1,2.0,1.0,2.0,13.0,2.0
495_7_1,5,49507,1,1,47,0,0,1,1,2.0,0.0,2.0,3.0,2.0
495_8_1,4,49508,1,1,61,0,0,1,1,2.0,0.0,2.0,2.0,2.0
496_1_1,6,49601,1,1,60,0,0,1,1,1.0,0.0,2.0,2.0,2.0
496_2_1,7,49602,1,1,62,0,0,1,1,2.0,0.0,2.0,2.0,2.0
496_3_1,6,49603,1,1,83,0,0,2,1,2.0,0.0,2.0,2.0,2.0
496_5_1,6,49605,1,1,74,0,0,2,1,2.0,0.0,2.0,2.0,2.0
496_6_1,7,49606,1,1,51,0,0,1,1,3.0,0.0,2.0,2.0,2.0
496_7_1,7,49607,1,1,47,0,0,1,1,3.0,0.0,2.0,2.0,2.0
496_8_1,8,49608,1,1,52,0,0,1,1,3.0,0.0,2.0,2.0,2.0
497_1_1,6,49701,1,1,55,0,0,1,1,3.0,0.0,2.0,2.0,2.0
497_2_1,6,49702,1,1,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
497_4_1,6,49704,1,1,75,0,0,2,1,2.0,0.0,2.0,2.0,2.0
497_5_1,6,49705,1,1,65,0,0,1,1,3.0,0.0,2.0,2.0,2.0
497_6_1,7,49706,1,1,49,0,0,1,1,3.0,0.0,2.0,2.0,2.0
497_7_1,8,49707,1,1,49,0,0,1,1,3.0,0.0,2.0,2.0,2.0
498_1_1,5,49801,2,1,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
498_2_1,5,49802,1,1,60,0,0,1,1,2.0,1.0,2.0,13.0,2.0
498_3_1,6,49803,1,1,59,0,0,1,1,2.0,1.0,2.0,13.0,2.0
498_4_1,6,49804,1,1,57,0,0,1,1,2.0,1.0,2.0,13.0,2.0
498_5_1,3,49805,1,1,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
498_6_1,4,49806,1,1,51,0,0,2,1,2.0,1.0,2.0,13.0,2.0
498_8_1,4,49808,1,1,55,0,0,1,1,2.0,1.0,2.0,13.0,2.0
499_2_1,5,49902,1,1,51,0,1,1,1,2.0,1.0,2.0,13.0,2.0
499_3_1,5,49903,1,1,69,0,0,1,1,1.0,1.0,2.0,13.0,2.0
499_4_1,4,49904,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
499_7_1,6,49907,2,1,71,0,0,3,2,,,,,
499_8_1,8,49908,1,1,60,0,0,1,1,1.0,1.0,2.0,13.0,2.0
499_9_1,3,49909,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
500_3_1,3,50003,1,1,29,0,0,1,1,2.0,0.0,2.0,2.0,2.0
500_5_1,3,50005,1,1,73,0,0,1,1,2.0,0.0,2.0,13.0,2.0
500_6_1,5,50006,1,1,43,0,0,1,1,3.0,1.0,2.0,13.0,2.0
500_7_1,4,50007,1,1,71,0,0,1,1,1.0,1.0,2.0,13.0,2.0
500_8_1,4,50008,1,1,55,0,0,1,1,4.0,0.0,2.0,13.0,2.0
500_9_1,4,50009,1,1,48,0,0,1,1,2.0,0.0,2.0,13.0,2.0
501_1_1,3,50101,1,1,48,0,0,1,1,2.0,1.0,2.0,13.0,2.0
501_3_1,4,50103,1,1,66,0,0,1,1,3.0,1.0,2.0,13.0,2.0
501_4_1,4,50104,1,1,37,0,0,1,1,9.0,1.0,2.0,13.0,2.0
501_5_1,5,50105,1,1,72,0,0,1,1,2.0,1.0,2.0,13.0,2.0
501_6_1,3,50106,1,1,44,10,0,1,1,3.0,1.0,2.0,13.0,2.0
501_7_1,3,50107,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
501_8_1,5,50108,1,1,45,0,0,1,1,9.0,0.0,2.0,13.0,2.0
502_2_1,4,50202,1,1,54,0,0,1,1,3.0,0.0,2.0,13.0,2.0
502_4_1,3,50204,1,1,34,3,1,1,1,2.0,0.0,1.0,,2.0
502_5_1,4,50205,1,1,46,0,0,1,1,3.0,0.0,2.0,2.0,2.0
502_6_2,5,50206,2,1,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
502_7_1,3,50207,1,1,36,6,0,1,1,3.0,0.0,2.0,2.0,2.0
502_8_1,3,50208,1,1,55,0,0,1,1,2.0,0.0,2.0,2.0,2.0
503_1_1,3,50301,1,1,53,0,0,1,1,6.0,0.0,2.0,13.0,2.0
503_2_1,3,50302,1,1,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_3_1,4,50303,1,1,73,0,0,2,1,1.0,0.0,2.0,13.0,2.0
503_5_1,4,50305,1,1,66,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_6_1,3,50306,1,1,69,0,0,1,1,2.0,0.0,2.0,13.0,2.0
503_8_1,6,50308,1,1,53,0,0,1,1,6.0,0.0,2.0,13.0,2.0
504_1_1,3,50401,1,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
504_2_1,3,50402,1,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
504_3_1,4,50403,1,1,48,0,0,1,1,3.0,0.0,2.0,13.0,2.0
504_4_1,4,50404,1,1,62,0,0,1,1,2.0,0.0,2.0,13.0,2.0
504_6_1,6,50406,2,1,57,0,0,1,1,5.0,0.0,2.0,13.0,2.0
504_8_1,2,50408,2,1,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
505_1_1,4,50501,1,1,79,0,0,2,1,1.0,1.0,2.0,13.0,2.0
505_3_1,3,50503,1,1,90,0,0,3,2,,,,,
505_5_1,3,50505,1,1,64,0,0,1,1,1.0,1.0,2.0,13.0,2.0
505_6_1,4,50506,1,1,49,0,0,1,1,5.0,1.0,2.0,13.0,2.0
505_7_1,5,50507,1,1,46,0,1,1,1,9.0,1.0,2.0,13.0,2.0
505_8_1,4,50508,1,1,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
505_10_1,3,50510,2,1,57,0,0,1,1,3.0,1.0,2.0,13.0,2.0
506_1_1,8,50601,1,1,75,0,0,1,1,1.0,1.0,2.0,13.0,2.0
506_2_1,6,50602,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
506_3_1,7,50603,1,1,51,4,1,1,1,2.0,1.0,2.0,13.0,2.0
506_5_1,7,50605,1,1,85,0,0,1,1,1.0,1.0,2.0,13.0,2.0
506_6_1,6,50606,1,1,63,0,0,1,1,2.0,0.0,2.0,13.0,2.0
506_8_1,7,50608,1,1,42,0,0,1,1,1.0,1.0,2.0,13.0,2.0
507_1_1,2,50701,2,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_2_1,5,50702,1,1,60,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_3_1,5,50703,1,1,69,0,0,1,1,1.0,1.0,2.0,13.0,2.0
507_4_1,4,50704,1,1,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_5_1,4,50705,1,1,47,0,0,1,1,3.0,1.0,2.0,13.0,2.0
507_6_1,5,50706,1,1,26,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_7_1,5,50707,1,1,34,0,0,1,1,3.0,0.0,2.0,13.0,2.0
507_8_1,5,50708,2,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
508_1_1,3,50801,2,1,70,0,0,3,1,1.0,1.0,2.0,13.0,2.0
508_2_1,6,50802,1,1,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
508_4_1,5,50804,2,1,58,0,0,2,1,1.0,0.0,2.0,13.0,2.0
508_5_1,5,50805,2,1,68,0,0,2,1,1.0,0.0,2.0,13.0,2.0
508_6_1,7,50806,1,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
508_9_1,3,50809,1,1,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
509_1_1,6,50901,1,1,36,0,0,1,1,2.0,0.0,2.0,12.0,2.0
509_3_1,7,50903,1,1,39,0,0,1,1,2.0,0.0,2.0,13.0,2.0
509_4_1,7,50904,1,1,48,0,0,1,1,2.0,0.0,2.0,2.0,2.0
509_6_1,8,50906,1,1,64,0,0,1,1,2.0,0.0,2.0,13.0,2.0
509_7_1,3,50907,2,1,48,0,0,3,2,,,,,
510_1_1,6,51001,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_2_1,5,51002,2,1,48,0,0,1,1,2.0,0.0,2.0,2.0,2.0
510_3_1,7,51003,1,1,51,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_4_1,6,51004,1,1,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_5_1,8,51005,1,1,46,0,0,1,1,2.0,0.0,2.0,13.0,2.0
510_6_1,8,51006,1,1,72,0,0,2,1,1.0,0.0,2.0,2.0,2.0
510_7_1,7,51007,1,1,68,0,0,1,1,0.0,0.0,2.0,13.0,2.0
510_8_1,4,51008,1,1,49,0,0,1,1,2.0,0.0,2.0,12.0,2.0
511_2_1,6,51102,1,1,50,0,0,1,1,3.0,1.0,2.0,13.0,2.0
511_3_1,6,51103,1,1,72,0,0,1,1,2.0,0.0,2.0,13.0,2.0
511_4_1,6,51104,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
511_5_1,6,51105,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
511_7_1,6,51107,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
511_8_1,6,51108,1,1,60,0,0,2,1,3.0,2.0,2.0,13.0,2.0
511_10_1,6,51110,1,1,37,0,0,1,1,3.0,1.0,2.0,13.0,2.0
512_1_1,6,51201,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
512_2_1,7,51202,1,1,59,0,0,1,1,2.0,0.0,2.0,4.0,2.0
512_3_1,7,51203,1,1,67,0,0,1,1,1.0,1.0,2.0,13.0,2.0
512_5_1,6,51205,1,1,27,0,0,1,1,3.0,0.0,2.0,2.0,2.0
512_7_1,6,51207,1,1,43,0,1,1,1,3.0,0.0,2.0,13.0,2.0
512_8_1,6,51208,1,1,66,0,0,1,1,3.0,0.0,2.0,13.0,2.0
512_9_1,7,51209,1,1,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
513_1_1,7,51301,1,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
513_2_1,6,51302,1,1,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
513_4_1,7,51304,1,1,45,0,1,1,1,2.0,0.0,2.0,13.0,2.0
513_5_1,7,51305,1,1,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
513_6_1,7,51306,1,1,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
513_7_1,8,51307,1,1,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
513_8_1,8,51308,1,1,65,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_1_1,6,51401,1,1,41,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_2_1,6,51402,1,1,35,0,0,1,1,3.0,0.0,2.0,13.0,2.0
514_3_1,6,51403,1,1,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
514_6_1,6,51406,1,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
514_7_1,7,51407,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
514_8_1,7,51408,1,1,35,0,1,1,1,3.0,0.0,2.0,13.0,2.0
515_1_2,5,51501,2,2,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
515_2_1,4,51502,1,1,62,0,1,1,1,2.0,0.0,2.0,4.0,2.0
515_3_1,4,51503,1,1,39,0,0,1,1,2.0,0.0,2.0,3.0,2.0
515_4_2,5,51504,2,2,41,0,0,1,1,2.0,1.0,2.0,13.0,2.0
515_6_1,5,51506,1,1,77,0,0,2,1,1.0,0.0,2.0,13.0,2.0
515_8_2,5,51508,2,2,50,0,0,1,1,3.0,1.0,2.0,4.0,2.0
516_1_1,4,51601,1,1,58,0,0,1,1,3.0,0.0,2.0,4.0,2.0
516_3_1,5,51603,1,1,68,0,0,1,1,2.0,0.0,2.0,4.0,2.0
516_4_1,5,51604,1,1,54,0,0,1,1,2.0,0.0,2.0,4.0,2.0
516_6_1,4,51606,1,1,50,0,0,1,1,2.0,0.0,2.0,2.0,2.0
516_7_1,5,51607,1,1,62,0,0,1,1,2.0,0.0,2.0,4.0,2.0
516_8_1,5,51608,1,1,33,0,2,1,1,2.0,0.0,2.0,4.0,2.0
517_1_1,6,51701,1,1,39,0,0,1,1,3.0,1.0,2.0,13.0,2.0
517_2_1,6,51702,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
517_3_1,7,51703,1,1,63,0,0,1,1,10.0,0.0,2.0,13.0,2.0
517_4_1,4,51704,1,1,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
517_7_1,6,51707,1,1,76,0,0,1,1,3.0,0.0,2.0,14.0,2.0
518_1_1,5,51801,1,1,50,0,0,1,1,3.0,0.0,2.0,4.0,2.0
518_3_1,6,51803,1,1,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
518_6_1,6,51806,1,1,32,0,0,1,1,9.0,0.0,2.0,13.0,2.0
518_8_1,8,51808,1,1,53,0,0,1,1,9.0,0.0,2.0,13.0,2.0
518_11_1,3,51811,1,1,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
519_2_1,5,51902,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
519_3_1,6,51903,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
519_5_1,6,51905,1,1,62,0,0,1,1,3.0,0.0,2.0,13.0,2.0
519_6_1,5,51906,1,1,39,0,0,1,1,3.0,0.0,2.0,13.0,2.0
519_7_1,6,51907,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
520_2_1,6,52002,2,1,59,0,0,1,1,3.0,0.0,2.0,13.0,2.0
520_3_1,5,52003,1,1,66,0,0,1,1,2.0,0.0,2.0,13.0,2.0
520_4_1,6,52004,2,1,47,0,0,1,1,3.0,0.0,2.0,13.0,2.0
520_5_1,6,52005,1,1,60,0,0,1,1,3.0,0.0,2.0,14.0,2.0
520_6_1,6,52006,1,1,52,0,0,1,1,9.0,0.0,2.0,13.0,2.0
520_9_1,8,52009,1,1,66,0,0,1,1,9.0,0.0,2.0,13.0,2.0
521_1_1,5,52101,2,1,34,0,0,1,1,3.0,0.0,2.0,13.0,2.0
521_2_1,7,52102,1,1,43,0,0,1,1,3.0,0.0,2.0,13.0,2.0
521_4_1,7,52104,1,1,28,0,0,1,1,7.0,1.0,2.0,13.0,2.0
521_6_1,6,52106,1,1,27,0,0,1,1,9.0,1.0,2.0,13.0,2.0
521_7_1,6,52107,1,1,36,0,0,1,1,9.0,1.0,2.0,13.0,2.0
521_9_1,6,52109,1,1,31,0,0,1,1,3.0,1.0,2.0,13.0,2.0
521_10_1,5,52110,2,1,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
522_2_1,6,52202,1,1,51,0,0,1,1,3.0,0.0,2.0,2.0,2.0
522_3_1,6,52203,2,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
522_4_1,5,52204,1,1,42,0,0,1,1,9.0,0.0,2.0,13.0,2.0
522_7_1,5,52207,1,1,48,0,0,1,1,3.0,0.0,2.0,2.0,2.0
522_8_1,5,52208,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
522_9_1,5,52209,1,1,51,0,0,1,1,3.0,0.0,2.0,13.0,2.0
523_2_1,4,52302,1,1,36,3,2,1,1,3.0,0.0,2.0,2.0,2.0
523_5_1,4,52305,1,1,74,0,0,2,2,,,,,
523_6_1,4,52306,1,1,55,0,0,1,1,2.0,0.0,2.0,4.0,2.0
523_7_1,5,52307,2,1,44,0,0,1,1,2.0,0.0,2.0,4.0,2.0
523_8_1,6,52308,1,1,76,0,0,2,1,1.0,0.0,2.0,13.0,2.0
524_1_1,5,52401,1,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
524_2_1,3,52402,1,1,42,0,1,1,1,2.0,1.0,2.0,4.0,2.0
524_5_1,4,52405,1,1,51,0,1,1,1,2.0,0.0,2.0,2.0,2.0
524_7_1,4,52407,1,1,39,0,0,1,1,3.0,1.0,2.0,4.0,2.0
524_8_1,5,52408,1,1,75,0,0,2,1,1.0,0.0,2.0,13.0,2.0
525_2_1,5,52502,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
525_3_1,7,52503,1,1,72,0,0,2,1,1.0,1.0,2.0,13.0,2.0
525_4_1,6,52504,1,1,47,0,0,1,1,9.0,0.0,2.0,13.0,2.0
525_5_1,5,52505,2,1,66,0,0,2,1,1.0,1.0,2.0,13.0,2.0
525_7_1,5,52507,2,1,60,0,0,3,2,,,,,
525_8_1,3,52508,1,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
525_9_1,4,52509,2,1,54,0,0,1,1,3.0,0.0,2.0,4.0,2.0
526_2_1,8,52602,1,1,54,0,0,1,1,9.0,0.0,2.0,13.0,2.0
526_3_1,4,52603,1,1,58,0,0,1,1,3.0,0.0,2.0,4.0,2.0
526_5_1,2,52605,1,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
526_6_1,4,52606,1,1,70,0,0,1,1,3.0,0.0,2.0,13.0,2.0
526_7_1,5,52607,1,1,38,0,1,1,1,3.0,1.0,2.0,13.0,2.0
527_1_1,5,52701,2,1,69,0,0,2,1,1.0,1.0,2.0,13.0,2.0
527_3_1,6,52703,1,1,40,0,0,1,1,9.0,1.0,2.0,13.0,2.0
527_4_1,5,52704,1,1,52,0,0,1,1,3.0,1.0,2.0,13.0,2.0
527_5_1,2,52705,1,1,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
527_7_1,5,52707,1,1,53,0,0,1,1,9.0,1.0,2.0,13.0,2.0
527_10_1,4,52710,1,1,67,0,0,1,1,2.0,0.0,2.0,13.0,2.0
528_1_1,3,52801,1,1,45,0,0,1,1,2.0,0.0,2.0,2.0,2.0
528_2_1,4,52802,2,1,52,0,0,1,1,3.0,1.0,2.0,13.0,2.0
528_3_1,5,52803,1,1,43,0,0,1,1,4.0,0.0,2.0,4.0,2.0
528_5_1,5,52805,1,1,79,0,0,2,1,1.0,0.0,2.0,8.0,2.0
528_6_1,4,52806,1,1,77,0,0,1,1,1.0,1.0,2.0,13.0,2.0
528_7_1,5,52807,1,1,67,0,0,1,1,2.0,0.0,2.0,4.0,2.0
528_8_1,5,52808,1,1,59,0,0,1,1,1.0,1.0,2.0,13.0,2.0
529_1_1,5,52901,1,1,25,0,0,1,1,9.0,0.0,2.0,13.0,2.0
529_2_1,5,52902,1,1,59,0,0,1,1,1.0,1.0,2.0,13.0,2.0
529_7_1,6,52907,1,1,52,0,0,1,1,1.0,1.0,2.0,13.0,2.0
529_9_1,6,52909,2,1,66,0,0,1,1,1.0,0.0,2.0,13.0,2.0
529_10_1,6,52910,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
529_11_1,4,52911,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
530_1_1,5,53001,1,1,63,0,0,1,1,1.0,1.0,2.0,13.0,2.0
530_2_1,5,53002,1,1,39,0,0,1,1,3.0,1.0,2.0,13.0,2.0
530_5_1,4,53005,2,1,40,0,0,1,1,3.0,1.0,2.0,13.0,2.0
530_7_1,7,53007,1,1,52,0,0,1,1,5.0,0.0,2.0,13.0,2.0
530_9_1,6,53009,2,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
530_10_1,6,53010,2,1,53,0,0,1,1,5.0,0.0,2.0,13.0,2.0
530_11_1,7,53011,1,1,53,0,0,1,1,3.0,0.0,2.0,13.0,2.0
531_2_1,6,53102,1,1,47,0,0,1,1,3.0,1.0,2.0,13.0,2.0
531_3_1,3,53103,1,1,27,0,0,1,1,3.0,1.0,2.0,13.0,2.0
531_5_1,5,53105,1,1,43,0,2,1,1,3.0,1.0,2.0,13.0,2.0
531_8_1,6,53108,1,1,55,0,0,1,1,3.0,1.0,2.0,13.0,2.0
531_10_1,6,53110,1,1,42,0,0,1,1,5.0,0.0,2.0,13.0,2.0
531_11_1,6,53111,1,1,71,0,0,1,1,3.0,0.0,2.0,13.0,2.0
532_2_1,3,53202,1,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
532_3_1,5,53203,1,1,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
532_6_1,7,53206,1,1,35,0,0,1,1,3.0,0.0,2.0,13.0,2.0
532_7_1,4,53207,1,1,48,0,0,1,1,3.0,0.0,2.0,13.0,2.0
532_8_1,6,53208,1,1,70,0,0,1,1,2.0,0.0,2.0,13.0,2.0
532_9_1,5,53209,1,1,56,0,0,1,1,3.0,0.0,2.0,13.0,2.0
532_12_1,7,53212,1,1,63,0,0,1,1,3.0,0.0,2.0,13.0,2.0
